id,nombre,tipo,tipo_sede,actividade,direccion,barrio,comuna,telefono,email,web,facebook,instalacio,geometry
200,Jose Hernandez,Club de Barrio,Sede,Gimnasia Artística - Artes Marciales - Danza - Danza Jazz - Vóley - Patín - Gimnasia Deportiva - Ajedrez - Gimnasia - Yoga,Bragado 5950,Mataderos,Comuna 9,4635-2323,asocjosehernandez@hotmail.com,,jose hernandez,"Gimnasios, Canchas, Salon, Biblioteca, Natatorio",POINT (-58.502547781652034 -34.65347141987913)
201,Jovenes Deportistas - Asociacion Civil General Savio,Club de Barrio,Sede,Artes Marciales - Axe - Baby Fútbol - Boxeo - Danza Árabe - Fútbol 11 - Fútbol Femenino - Gimnasia Modeladora - Muay Thai - Musculación - Hockey - Kick Boxing - Localizada - Patín - Aeróbica,Soldado De La Frontera Av. 5236,Villa Lugano,Comuna 8,4605-0701,jovenesdeportistas1994@gmail.com,,jovenes deportistas,Biblioteca - Canchas - Salon,POINT (-58.46307994660456 -34.685089436183475)
202,Juventud de La Nueva Era,Club de Barrio,Sede,Baby Fútbol - Taekwondo - Vóley,"Valle, J.J., Gral. Div. 2972",Nueva Pompeya,Comuna 4,4911-9022,,,asociacion cultural y deportiva juventud de la nueva era,Cancha,POINT (-58.42149709492403 -34.650632265162024)
203,Juventud de Liniers,Club de Barrio,Sede,Danza - Gimnasia Femenina - Gimnasia Artística - Fútbol Infantil - Actividades Culturales - Yoga - Taekwondo - Patín Artístico - Kick Boxing,Montiel 1174,Liniers,Comuna 9,4641-9295,,www.juventuddeliniers.org.ar,juventud de liniers,Cancha - Salon,POINT (-58.52466065283957 -34.65188011586698)
204,Juventud Unida,Club de Barrio,Sede,Hándball - Fútsal - Gimnasia - Artes Marciales,"Iriarte, Gral. Av. 3276",Barracas,Comuna 4,4301-2541,,,,1 Gimnasio,POINT (-58.39390987502818 -34.65162065919511)
205,Juventud Unida de Villa Soldati,Club de Barrio,Sede,Bochas - Taekwondo - Baby Fútbol,"Rabanal, Francisco, Intendente Av. 2821",Villa Soldati,Comuna 8,S/T,,,,,POINT (-58.435272241453525 -34.662320017123214)
206,Kanaima Asociacion Civil,Club de Barrio,Sede,Baby Fútbol - Teatro - Tango - Gimnasia,Agrelo 3356,Almagro,Comuna 5,4932-9926,kanaima_org@yahoo.com.ar,,,Cancha - Salon,POINT (-58.41342563763587 -34.61834066393169)
207,Kimberley,Club de Barrio,Sede,Patín Artístico - Fútsal - Baby Fútbol,"Gonzalez, Joaquin V. 3238",Villa Devoto,Comuna 11,4502-9888,,,,Salon - Cancha,POINT (-58.50508065675318 -34.603892760113965)
208,La Emiliana,Club de Barrio,Sede,Karate - Actividades Culturales - Ajedrez - Boxeo - Defensa Personal - Folklore - Full Contact - Gimnasia Adultos - Gimnasia Rítmica - Juegos de Salón - Patín - Taekwondo - Tango,Terrada 4243,Villa Pueyrredon,Comuna 12,4571-1271,clublaemiliana@yahoo.com.ar,,club la emiliana,Salon - Cancha de Bochas,POINT (-58.497821027024905 -34.58886263236483)
209,La Floresta,Club de Barrio,Sede,Gimnasia Femenina - Escuela de Fútbol - Artes Marciales - Ajedrez - Natación - Actividades Culturales - Tango - Yoga,Avellaneda Av. 3885,Floresta,Comuna 10,4671-7851 / 4626,clublafloresta@hotmail.com,,,Biblioteca - Cancha - Salones - Natatorio,POINT (-58.483507502535375 -34.62926817628387)
210,Laureles Argentinos,Club de Barrio,Sede,Patín - Merengue - Folklore - Baby Fútbol - Taekwondo - Salsa,Laureles Argentinos 5056,Villa Devoto,Comuna 11,4639-4785,laurelesargentinos@hotmail.com    -   laurelesargentinos@live.com.ar,,laureles argentinos,1 Salon y 1 Cancha,POINT (-58.51491811377893 -34.61649061072949)
211,Buenos Aires Lawn Tennis Club Estadio Billoch Caride,Club,Estadio,Gimnasio - Bridge - Escuela Argentina de Árbitros de Tenis - Escuela de Tenis - Tenis - Natación - Fútbol,Olleros Av. 1510,Palermo,Comuna 14,4772 0983/ 9227,secretaria@baltc.net,http://www.baltc.net/,https://www.facebook.com/buenosairesltc,1 Gimnasio-3 Salones-1 Natatorio-1 Cancha de Fútbol para 7 Jugadores - 20 Canchas de Tenis Incluyendo Estadio Central con Capacidad para 4800 Espectadores - Estacionamiento.,POINT (-58.4347191376774 -34.56237336817791)
212,Liga Amateur de Futbol de Flores Asociacion Civil,Club de Barrio,Sede,Escuela de Fútbol - Fútbol 11,Castañares Av. 4125,Villa Lugano,Comuna 8,4602-0711,info@laff.com.ar,www.laff.com.ar,liga amateur futbol flores,4 Canchas,POINT (-58.46583982210338 -34.66114643951596)
213,Liniers Club,Club de Barrio,Sede,Zumba - Sipalki Do - Pileta Libre - Pilates - Patín - Natación - Gimnasio de Complementos - Gimnasia Artística - Escuelita de Fútbol (EFI) - Boxeo - Básquet - Aquagym - Taekwondo,Palmar 7035,Liniers,Comuna 9,4644-7651  4641-0532,,,,"Natatorios, Salones, Cancha, Gimnasio",POINT (-58.52517369244897 -34.643529293092634)
214,Lomas de Lugano Social Club,Club de Barrio,Sede,Baby Fútbol - Tango - Artes Marciales - Coro,Albariño 3619,Villa Lugano,Comuna 8,4638-9859,,,,2 Salones - 1 Cancha,POINT (-58.470339129049485 -34.67102863496531)
215,Los Amigos de Villa Luro,Club de Barrio,Sede,Musculación - Folklore - Fútbol Femenino - Fútbol Infantil - Gimnasia Artística - Hándball - Fútsal - Taekwondo WTF - Vóley - Taekwondo ITF - Patín Artístico - Actividades Culturales - Natación - Ajedrez - Básquet Infantil - Escuela de Danza,"Falcon, Ramon L.,Cnel. 5176",Villa Luro,Comuna 10,4683-4740,,www.amigosdevillaluro.com.ar,avl natacion avl futbol,Biblioteca - Canchas - Salones - Natatorio,POINT (-58.5002529337989 -34.63901320860242)
216,Lugano Football Club,Club de Barrio,Sede,Danza Clásica - Pilates Sobre Piso - Kick Boxing - Jazz - Hip Hop - Gimnasia Rítmica - Salsa - Tap - Boxeo - Actividades Culturales - Taekwondo,"De La Torre, Lisandro 4640",Villa Lugano,Comuna 8,4605-6153,,,,Salones,POINT (-58.47400305231041 -34.683273324575055)
217,Lugano Tennis Club,Club,Sede,Baby Fútbol - Hándball - Karate - Patín - Taekwondo - Teatro,Murguiondo 3915,Villa Lugano,Comuna 8,4602-2019,luganotennisclub@hotmail.com,,,4 Canchas (1 de Pelota-Paleta) - 2 Salones - 1 Natatorio,POINT (-58.47943222206352 -34.67438833850461)
218,Madre del Pueblo,Club de Barrio,Sede,Rugby - Fútbol - Patín Artístico - Natación - Fútbol Femenino - Atletismo - Ajedrez - Actividades Culturales - Vóley - Hockey,"Moreno, Perito Av. 1800, Manzana 3 Casa 1 - Villa 1-11-14",Flores,Comuna 7,,solcaacupe@hotmail.com,,c a madre del pueblo,Sede Madre del Pueblo - Manzana 3 Casa 1: Cancha de Fútbol 7 (Uso Comunitario Barrial) - Secretaria del Club - Salón Multiuso. Sede San Antonio - Manzana 31 Casa 31: Cancha de Fútbol 5 (Uso Comunitario Barrial) - Salón Multiuso. Sede Virgen de Itati,POINT (-58.43387270345233 -34.64982384165688)
219,Manuel Belgrano,Club de Barrio,Sede Social,Hockey - Rugby,"Larralde, Crisologo Av. 5255",Saavedra,Comuna 12,4541-1551,administracion@clubmanuelbelgrano.com.ar,www.clubmanuelbelgrano.com.ar,club manuel belgrano - rugby & hockey,Canchas - Salones,POINT (-58.495013562017306 -34.56256983920914)
220,Mariano Acosta,Club de Barrio,Sede,Tango - Patín - Kick Boxing - Gimnasia Femenina - Folklore - Danza Árabe - Baby Fútbol - Actividades Culturales - Ajedrez - Taekwondo - Peñas de Tango,"Acosta, Mariano 1544",Parque Avellaneda,Comuna 9,4612-4412,sfmacosta@yahoo.com.ar,,,1 Cancha - 1 Salon de Usos Múltiples en el Primer Piso - Gimnasio Cubierto (de 18 Metros por 2s Metros) para Variadas Disciplinas. Buffet - Baño para Personas con Movilidad Reducida (en la Planta Baja).,POINT (-58.46535959248399 -34.6471536399638)
221,Mariano Moreno,Club de Barrio,Sede,Ajedrez - Billar - Juegos de Mesa,"Freire, Ramon, Cap. Gral. 3151",Coghlan,Comuna 12,5354-5332,info@clubmarianomoreno.org.ar,www.clubmarianomoreno.org.ar,club mariano moreno - ajedrez,Salon,POINT (-58.47215195028771 -34.557024585381505)
222,Nautico Bouchardo Sede Nuñez,Club,Sede,Básquet - Actividades Culturales - Fútbol - Gimnasia - Tenis - Vela - Vóley,"Rivadavia Martin, Comodoro 1250",Nuñez,Comuna 13,4702-9970 / 9837,administracion@cnb.org.ar    -    secretaria@cnb.org.ar,www.cnb.org.ar,"club náutico buchardo - sede núñez
club deportivo",Juegos de Mesa. Cine debate.,POINT (-58.46052344611523 -34.539129501227336)
223,Nuestro Buenos Aires Canba,Club de Barrio,Sede,Vóley - Baby Fútbol - Patín,San Blas 4577,Velez Sarsfield,Comuna 10,4567-4439 / 4648-3577,,,,Cancha - Salon,POINT (-58.49963564629583 -34.623158638071345)
224,Club Atlético Nueva Chicago,Club,Central Sede Social,Baby Fútbol - Árabe - Artes Marciales - Natación - Hockey - Gimnasia - Fútsal - Fútbol Femenino - Fútbol - Colonia de Vacaciones - Básquet - Vóley - Tango - Patín Artístico - Ajedrez,"De La Torre, Lisandro Av. 2288",Mataderos,Comuna 9,4687-2538/1673,,http://canuevachicago.com.ar,https://www.facebook.com/prensanuevachicago,"Salones, Canchas y Natatorio Climatizado",POINT (-58.501733592744145 -34.661014153162625)
224,Atlético Nueva Chicago Estadio República de Mataderos,Club,Estadio,Ajedrez - Baby Fútbol - Artes Marciales - Básquet - Árabe - Patín Artístico - Natación - Tango - Vóley - Hockey - Gimnasia - Fútsal - Fútbol Femenino - Fútbol - Colonia de Vacaciones,"Suarez, Justo Antonio 6900",Mataderos,Comuna 9,4687-2538,,http://canuevachicago.com.ar,https://www.facebook.com/prensanuevachicago,"Salones, Canchas y Natatorio Climatizado",POINT (-58.50030075643124 -34.667636038180945)
225,Atlético Obras Sanitarias de la Nación Sede Social (Sportclub),Club,Sede Social,Colonia de Vacaciones - Escuelita de Fútbol (EFI) - Fútbol - Hockey - Básquet - Taekwondo - Juegos - Tenis de Mesa - Rugby - Vóley Veteranos - Natación - Nado Sincronizado - Ajedrez - Básquet Federativo,Paraguay 2060,Recoleta,Comuna 2,4702-4655/9467,secretariaclub@clubosn.com.ar,http://www.obrasclub.com.ar/,https://www.facebook.com/clubobras,Canchas de Tenis - Microestadio - Cancha de Voley - Cancha de Basquet - Gimnasio - Natatorio,POINT (-58.39664712322718 -34.59879453362103)
225,Atlético Obras Sanitarias de la Nación Estadio Estadio Obras,Club,Estadio,Hockey - Ajedrez - Básquet - Básquet Federativo - Colonia de Vacaciones - Escuelita de Fútbol (EFI) - Fútbol - Juegos - Nado Sincronizado - Natación - Rugby - Taekwondo - Tenis de Mesa - Vóley Veteranos,Del Libertador Av. 7395,Nuñez,Comuna 13,4702-4655/4702-9467,secretariaclub@clubosn.com.ar,http://www.obrasclub.com.ar/,https://www.facebook.com/clubobras,Canchas de Tenis - Microestadio - Cancha de Voley - Cancha de Basquet - Gimnasio - Natatorio,POINT (-58.45870255341633 -34.54533108739938)
226,Organizacion Hebrea Argentina Macabi,Club,Sede,Vóley - Patín - Natación - Hándball - Básquet,Tucuman 3135,Balvanera,Comuna 3,4963-8783,secretaria.general@macabi.com.ar,,,,POINT (-58.40974282421141 -34.600553075981345)
227,Organizacion Independiente Del Deporte Asociacion Civil,Club de Barrio,Sede,Patín,"Moran, Pedro 4801",Villa Devoto,Comuna 11,4568-5871,,,,Canchas,POINT (-58.52027361615127 -34.60735790474197)
228,Pacifico,Club de Barrio,Sede,Vóley - Gimnasia Deportiva - Artes Marciales - Baby Fútbol - Ajedrez - Capoeira - Fútsal,Santo Tome 3823,Villa Del Parque,Comuna 11,4567-2791,clubpacifico12deoctubre@gmail.com,,,Salones - Cancha - Biblioteca,POINT (-58.49766173382961 -34.61069976501195)
229,Palermo,Club de Barrio,Sede,Artes Marciales - Arquería - Baby Fútbol - Básquet - Vóley,Fitz Roy 2238,Palermo,Comuna 14,4771-0328/ 4778-1419,,,,2 Canchas - 3 Salones,POINT (-58.431727910995924 -34.57988371080247)
230,Pampero,Club de Barrio,Sede,Tango - Boxeo - Baby Fútbol - Artes Marciales - Folklore - Patín Artístico,Larrazabal 3035,Villa Lugano,Comuna 8,4604-4500,,www.clubpampero.com.ar,club pampero,Cancha - Salon,POINT (-58.483703702467366 -34.66769036942654)
231,Parque de los Patricios,Club de Barrio,Anexo Deportivo,Vóley - Patín - Taekwondo - Fefutin - Fútbol Infantil (Fafi) - Fútbol - Danza - Gimnasia Adultos,Constitucion 2827,San Cristobal,Comuna 3,4308-2925,clubparquedelospatricios@yahoo.com.ar,,,Cancha - Salon,POINT (-58.404415500682966 -34.62665102961968)
231,Parque de los Patricios,Club de Barrio,Central,Danza - Gimnasia Adultos - Fútbol Infantil (Fafi) - Fútbol - Patín - Vóley - Taekwondo - Fefutin,Alberti 2135,Parque Patricios,Comuna 4,4308-2925,clubparquedelospatricios@yahoo.com.ar,,,Cancha - Salon,POINT (-58.39792136004753 -34.63497457682009)
232,Parque Telmo,Club de Barrio,Sede,Fútsal - Baby Fútbol - Vóley - Hándball,Cochabamba 311,San Telmo,Comuna 1,4300-5834/8664,,,a.c.parque telmo,1 Cancha-1 Salon-1 Biblioteca,POINT (-58.36999555183053 -34.6227689493282)
233,Pedro Echague,Club de Barrio,Sede,Fútsal - Vóley - Teatro - Taekwondo - Patín - Karate - Iniciación Deportiva - Hándball - Gimnasio de Musculación - Gimnasia Acrobática - Coro - Básquet - Baby Fútbol,Portela 840,Flores,Comuna 7,4637-0843  4612-0117,icdpedroechague@hotmail.com,www.icdpedroechague.com,i. c.d. club pedro echague,3 Canchas - 1 Salon - Gimnasio,POINT (-58.46858931042627 -34.64167429057456)
234,Penacho Azul,Club de Barrio,Sede,Fútbol Infantil - Taekwondo - Actividades Culturales - Artes Marciales - Fútbol de Competicion - Patín Competitivo - Patín Artístico - Gimnasia Artística,"Tamborini, Jose Pascual 5658, Jose P. Tamborini 5676",Villa Urquiza,Comuna 12,4543-7910 / 4545-5552,,,penacho azul,Canchas,POINT (-58.497738183072585 -34.56957995513535)
235,Peñarol Argentino,Club de Barrio,Sede,Kundo - Patín - Taekwondo - Vóley - Aikido - Atletismo - Baby Fútbol - Fútsal - Yoga - Gimnasia Aeróbica - Gimnasia Artística,Zañartu 1547,Parque Chacabuco,Comuna 7,4924-2111,,,club peñarol argentino,Canchas - Salones,POINT (-58.43931946509995 -34.640579208692714)
236,Pintita,Club de Barrio,Sede,Baby Fútbol - Patín - Fútsal,"Acosta, Mariano 2005",Flores,Comuna 7,4611-1181,,,,Canchas - Salon,POINT (-58.46059177532179 -34.651597765834715)
237,Portugues,Club de Barrio,Central,Acrobacia - Tango - Yoga - Gimnasia - Artes Marciales,"Goyena, Pedro Av. 1468",Caballito,Comuna 6,4432-5801,clubportugues@hotmail.com,,,2 Salones,POINT (-58.44788084949475 -34.62784290215303)
238,Premier,Club de Barrio,Sede,Patín - Acrobacia con Tela - Aikido - Yoga - Kung Fu - Gimnasia Artística - Danza - Baby Fútbol - Vóley - Trapecio - Taekwondo,Campichuelo 472,Caballito,Comuna 6,4982-7637,,www.clubpremier.org.ar,club premier,Cancha - Salones,POINT (-58.435360871727106 -34.61196573950247)
239,Pro Fomento Pueyrredon,Club de Barrio,Sede,Gimnasia con Aparatos - Baby Fútbol - Básquet - Patín Artístico - Taekwondo - Vóley,Bazurco 2922,Villa Pueyrredon,Comuna 12,4571-6950,jpueyrre@yahoo.com.ar,,,Canchas - Salon,POINT (-58.507883717077604 -34.58139337124955)
240,Raulies,Club de Barrio,Sede,Arquería,Raulies 2043,Paternal,Comuna 15,4523-9715,csydraulies@gmail.com,,,Salon - Cancha,POINT (-58.47762244705574 -34.599034618539655)
241,Resurgimiento,Club de Barrio,Sede,Actividades Culturales - Acrobacia - Tango - Taekwondo - Salsa - Merengue - Jazz - Hip Hop - Gimnasia Expresiva - Artes Marciales - Artística - Gimnasia Deportiva - Gimnasia Aeróbica - Fútbol - Folklore - Danza Árabe - Clásica - Yoga - Circo,"Artigas, Jose Gervasio, Gral. 2262",Villa Del Parque,Comuna 11,4585-4960,resurgimiento@fibertel.com.ar,,centro cultural resurgimiento,Biblioteca - Cancha - Salon,POINT (-58.47823146512372 -34.606672820104016)
242,Deportivo Riestra Asociación de Fomento Barrio Colón,Club,Central,Tango - Merengue - Gimnasia - Actividades Culturales - Fútbol - Salsa - Patín - Yoga,"Del Bañado 2353, Del Bañado 2359",Nueva Pompeya,Comuna 4,4918-0455,mundoriestra@hotmail.com,http://www.mundoriestra.com.ar/,https://www.facebook.com/deportivoriestra,Salones - Canchas,POINT (-58.42798382010173 -34.644304035448435)
242,Deportivo Riestra Asociación de Fomento Barrio Colón Estadio Guillermo Laza,Club,Estadio,Tango - Teatro - Yoga - Gimnasia - Merengue - Salsa - Patín,"Varela Av. y Janer, Ana Maria",Villa Soldati,Comuna 8,4921-7657 / 4918-0455,mundoriestra@hotmail.com,http://www.mundoriestra.com.ar/,https://www.facebook.com/deportivoriestra,Salones - Canchas,POINT (-58.442069610243834 -34.65299525134347)
243,Rio de La Plata,Club de Barrio,Sede,Patín - Taekwondo - Tenis de Mesa - Yoga - Danza - Boxeo - Vóley - Fútbol Infantil - Musculación,Ibera 5257,Villa Urquiza,Comuna 12,4546-0380,clubriodelaplata@fibertel.com.ar,,,Cancha - Salones,POINT (-58.492646454844234 -34.56789265796755)
244,Saber,Club de Barrio,Sede,Actividades Culturales - Ajedrez - Artes Marciales - Baby Fútbol - Danza - Gimnasia - Gimnasia Deportiva - Patín - Tango - Vóley,"Llerena 2725, Llerena 2727",Parque Chas,Comuna 15,4521-8146,,,,Cancha - Salon,POINT (-58.476398395114 -34.58638791288879)
245,"Sacachispas Fútbol Club Estadio ""Beto"" Larrosa",Club de Barrio,Estadio,,Lacarra Av. 3147,Villa Soldati,Comuna 8,4919-1152,,,https://www.facebook.com/sacachispaspasion,,POINT (-58.45189652226451 -34.66457089095431)
245,Sacachispas Fútbol Club,Club de Barrio,Sede,,"Barros Pazos, Jose 3702",Villa Soldati,Comuna 8,01561870920,mail@gmail.com,,https://www.facebook.com/sacachispaspasion,,POINT (-58.45189875237686 -34.66457154719481)
246,San Telmo Anexo Deportivo Polideportivo Centenario,Club,Anexo Deportivo,Actividades Culturales - Boxeo Federado - Clases de Tango - Escuela de Fútbol - Fútbol Profesional - Patín Artístico - Hockey Masculino Federado - Hockey Femenino Federado - Hándball Masculino Federado - Gimnasia Adultos - Hándball Femenino Federad,Bolivar 1257,San Telmo,Comuna 1,4-300-8965 / 4-300-8902,soydetelmo@hotmail.com,www.soydetelmo.com.ar,club atletico san telmo,,POINT (-58.372981442344546 -34.62260064217689)
246,San Telmo,Club,Anexo Deportivo,Fútbol Profesional - Boxeo Federado - Clases de Tango - Escuela de Fútbol - Fútbol Femenino - Gimnasia Adultos - Actividades Culturales - Hándball Femenino Federado - Hándball Masculino Federado - Hockey Femenino Federado - Hockey Masculino Federado,Cochabamba 657,San Telmo,Comuna 1,4-300-8965 / 4-300-8902,soydetelmo@hotmail.com,www.soydetelmo.com.ar,club atletico san telmo,,POINT (-58.37495078767755 -34.62315359277255)
246,San Telmo,Club,Central,Boxeo Federado - Clases de Tango - Actividades Culturales - Escuela de Fútbol - Fútbol Femenino - Hockey Masculino Federado - Patín Artístico - Fútbol Profesional - Gimnasia Adultos - Hándball Femenino Federado - Hándball Masculino Federado - Hock,Peru 1362,San Telmo,Comuna 1,4-300-8965 / 4-300-8902,soydetelmo@hotmail.com,www.soydetelmo.com.ar,club atletico san telmo,,POINT (-58.37384825306719 -34.62395364222066)
246,San Telmo Anexo Deportivo Gimnasio Centenario,Club,Anexo Deportivo,Hockey Masculino Federado - Hockey Femenino Federado - Hándball Masculino Federado - Hándball Femenino Federado - Gimnasia Adultos - Fútbol Profesional - Escuela de Fútbol - Clases de Tango - Boxeo Federado - Actividades Culturales - Fútbol Femenino,Peru 1360,San Telmo,Comuna 1,4-300-8965 / 4-300-8902,soydetelmo@hotmail.com,www.soydetelmo.com.ar,club atletico san telmo,,POINT (-58.37384992320645 -34.623932012907495)
247,Santa Lucia,Club de Barrio,Sede,Karate - Patín Artístico - Hándball - Fútbol - Escuelas Deportivas de Danza - Boxeo,"Montes De Oca, Manuel Av. 1517",Barracas,Comuna 4,4301-0996  3529-7776,,,,Gimnasio - Cancha - Salon,POINT (-58.37364886010353 -34.64485515662767)
248,Santiago de Liniers,Club de Barrio,Sede,Netball - Patín Artístico - Taekwondo - Colonia de Vacaciones - Fútbol - Gimnasia Artística,"Caaguazu 6131, Caaguazú 6151",Liniers,Comuna 9,4641-2839,,www.santiagodeliniers.com.ar,,Canchas - Salon - Natatorio,POINT (-58.51483171467529 -34.643356705561246)
249,Social Cultural y Deportivo Friulana,Club de Barrio,Sede,Ajedrez - Yoga - Tango - Taekwondo - Gimnasia - Bochas,Navarro 3974,Villa Devoto,Comuna 11,4501-0764,friulana@fibertel.com.ar,,,Salon - Gimnasio Cancha de Bochas - Biblioteca,POINT (-58.50870301107474 -34.60297327222759)
250,Social Habana,Club de Barrio,Sede,Artes Marciales - Gimnasia Deportiva - Yoga - Folklore - Danza Árabe - Ajedrez,Lastra Av. 4175,Villa Devoto,Comuna 11,450-41065,,,,Salon,POINT (-58.523716044308316 -34.60558227456741)
251,Social y Deportivo Villa Modelo,Club de Barrio,Sede,Acrobacia - Yoga - Gimnasia Rítmica - Gimnasia Adultos - Ajedrez,Arismendi 2686,Parque Chas,Comuna 15,,,,,Salones,POINT (-58.47675037853537 -34.585027843996635)
252,Sociedad Hebraica Argentina,Club,Central,Natación - Judo - Ajedrez - Básquet - Fútbol 11 - Fútbol Femenino - Fútsal - Gimnasia - Golf - Vóley Femenino - Vóley - Tenis de Mesa - Tenis - Rugby - Hockey - Pesas - Karate,Sarmiento 2233,Balvanera,Comuna 3,4952-5887    4953-4117/2914    4952-5880,hebraica@hebraica.org.ar,www.hebraica.org.ar,sociedad hebraica argentina - pagina oficial,Canchas - Salones - Natatorio - Gimnasios,POINT (-58.398456863304226 -34.60585320470003)
253,Sporting Social Club,Club de Barrio,Sede,Taekwondo - Baile para Chicos - Fútbol - Gimnasia Deportiva - Patín - Salsa - Tango - Yoga,Heredia 1253,Villa Ortuzar,Comuna 15,4551-9079,,,club sporting villa ortuzar,Salones - Cancha,POINT (-58.46301105282737 -34.578957457912026)
254,Stentor,Club de Barrio,Sede,Boxeo - Yoga - Gimnasia - Fútsal Senior - Fútsal - Taekwondo - Salsa - Merengue - Localizada - Kung Fu - Kick Boxing - Fútbol Infantil - Body Pump - Defensa Personal,Sarachaga 5634,Villa Luro,Comuna 10,4683-5712,clubstentor@yahoo.com.ar,,,Cancha - Salon,POINT (-58.50459330489594 -34.63470148522792)
255,Sunderland Club,Club de Barrio,Sede,Salsa - Bachata - Básquet - Clases de Tango - Fútbol - Patín - Taekwondo,Lugones 3161,Villa Urquiza,Comuna 12,4544-1649 / 4541-9776,,,,Canchas - Salon,POINT (-58.48489405494258 -34.5648040686546)
256,Telegrafo y Crisol Unidos,Club de Barrio,Sede,Gimnasia Aeróbica - Baby Fútbol - Arquería - Tenis de Mesa - Tango - Taekwondo - Patín - Kick Boxing - Karate,"Saraza 951, Zarasa 953/957",Parque Chacabuco,Comuna 7,4925-5830,,,,1 Cancha - 3 Salones,POINT (-58.43131142858347 -34.63783321592054)
257,Tenis Argentino Sede Palermo,Club,Sede,Tenis,"Alsina, Valentin Av. y Roldan, Belisario Av., detrás del planetario",Palermo,Comuna 14,4772-1744/4507/9769,secretaria@tenisclubargentino.com,www.tenisclubargentino.com/,,3 Salones - Cancha de Fútbol - 21 Canchas de Tenis,POINT (-58.41304706874641 -34.56875568237519)
259,"Tierra, Techo y Trabajo",Club de Barrio,Sede,Baby Fútbol - Boxeo - Folklore - Artes Marciales - Patín - Tango - Vóley - Gimnasia,"Newbery, Jorge Av. 4870",Chacarita,Comuna 15,4855-1531,,,,Biblioteca - Cancha - Salones,POINT (-58.45859679660681 -34.59630997675638)
260,Tiro Federal Argentino,Club,Sede,Tango - Gimnasio - Bowling - Circuito Aeróbico Dirigido - Fútbol - Hip Hop - Gimnasia - Tenis - Tiro - Musculación,Del Libertador Av. 6935,Nuñez,Comuna 13,4782-4000 Fax: 4782-4404,info@tfaba.com.ar,www.tfaba.com.ar,,Canchas de Tenis - Natatorio,POINT (-58.45513733086491 -34.54830094848889)
261,Triglav,Club de Barrio,Sede,Bowling - Básquet - Baby Fútbol - Aquagym - Vóley - Tango - Taekwondo - Yoga - Subacuático - Salsa - Patín Artístico - Natación - Musculación - Merengue - Kick Boxing - Jiu Jitsu - Hockey - Gimnasia Artística - Gimnasia Aeróbica - Fútbol - Fol,"Porcel De Peralta, Manuel 1458",Villa Real,Comuna 10,4644-0605,triglavbsas@yahoo.com.ar - triglavajedrez@gmail.com,www.ametriglav.com.ar,triglav institucional,Canchas - Salones - Natatorio,POINT (-58.52932249018578 -34.62187143569664)
262,Union Argentina de Sordomudos Uas,Club de Barrio,Sede,Básquet - Artes Marciales - Danza - Fútsal - Vóley,Cuenca 1750,Villa Santa Rita,Comuna 11,4581-6524,uas.union@gmail.com,,,Salon - Canchas,POINT (-58.485019301866686 -34.614021713119364)
263,Union General Armenia de Cultura Fisica - UGAB,Club de Barrio,Sede,Patín - Taekwondo - Tenis de Mesa - Vóley - Básquet - Fútsal - Gimnasia Artística - Iniciación Deportiva - Karate - Natación,"Armenia 1318, Armenia 1322",Palermo,Comuna 14,4773-2820 int.128 (de 15hs a 20hs),secretaria@ugab.org.ar - ugab.deporte@gmail.com,www.ugab.org.ar,facebook | ugab-deportes,Natatorios Climatizados,POINT (-58.431351472698545 -34.59188601395515)
264,Vasco Argentino Gure Echea,Club de Barrio,Sede,Pádel - Pelota Paleta - Coro - Natación,"Peron, Juan Domingo, Tte. General 2143",Balvanera,Comuna 3,4953-8328  4951-5363,,,,Cancha - Salon - Natatorio,POINT (-58.39709191474534 -34.60701329926916)
265,Villa Cerini,Club de Barrio,Sede,Boxeo - Danza Árabe - Folklore - Pádel - Artes Marciales - Reggaeton - Baby Fútbol,Arias 4745,Saavedra,Comuna 12,4545-5662,,,a f c villa cerini,"Biblioteca, 2 Canchas, 3 Salones",POINT (-58.49517798260027 -34.55200450561157)
266,Villa General Mitre,Club de Barrio,Sede,Fútbol Infantil - Acrobacia con Tela - Básquet - Fútsal - Gimnasia Artística - Yin Tao - Taekwondo - Patín - Musculación,Gavilan 1540,Villa Gral. Mitre,Comuna 11,4584-2822 / 4581-0846,,,,Canchas - Salones,POINT (-58.46869334620831 -34.612643732405644)
267,Villa Luro Norte,Club de Barrio,Sede,Baby Fútbol - Patín Artístico - Patín Competitivo - Zumba - Actividades Recreativas y de Diversión para Jubilados - Aikido - Folklore - Baile y Ritmo - Fútsal (Afa) - Fútbol Femenino - Bádminton - Artes Marciales Mixtas,"Gonzalez, Elpidio 5445",Villa Luro,Comuna 10,4568-1061,,www.villaluronorte.com.ar,villa luro norte,Canchas - Salones,POINT (-58.51074173386222 -34.62870792843849)
268,Villa Malcolm,Club de Barrio,Sede,Fútsal - Clases de Rock And Roll - Baby Fútbol - Vóley para Niñas - Tango - Taekwondo - Patín - Gimnasia Deportiva - Gimnasia - Aikido,"Cordoba Av. 5064, Avda. Cordoba 5072",Villa Crespo,Comuna 15,4772-9796,clubvillamalcolm@gmail.com,www.futbolvillamalcolm.webnode.com.ar,,2 Canchas - 2 Salones,POINT (-58.435087910577444 -34.591200967282525)
